[2021-09-08 15:29:55,232][        main.py][line: 141][    INFO] args:Namespace(hidden_size=128, num_generated_samples=100, sample_width=1, MCMC_size=5, learning_rate=0.01, gammar=0.99, mp_size=10, use_multi_proc=True, multi_metrics=True, motif=True, sender_file='generated_samples.txt', receiver_file='output_syn.txt', inputs='polymer_117.txt', resume=True, resume_path='log-num_generated_samples100-20210908-004010-multi_metrics/best_epoch_2_1.1797641278227733.pkl')
[2021-09-09 02:24:22,186][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 02:24:22,187][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.23761467889908258
[2021-09-09 02:24:22,187][        main.py][line: 220][    INFO] =====
[2021-09-09 02:38:19,457][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8964224222867717, 'num_rules': 349, 'num_samples': 0, 'syn': 0.24770642201834864}]
[2021-09-09 02:38:19,457][        main.py][line: 185][    INFO] ======sample 0 returns [1.1441288443051203]=======:
[2021-09-09 02:52:05,726][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8899936705005995, 'num_rules': 345, 'num_samples': 0, 'syn': 0.1834862385321101}]
[2021-09-09 02:52:05,726][        main.py][line: 185][    INFO] ======sample 1 returns [1.1441288443051203, 1.0734799090327096]=======:
[2021-09-09 03:06:30,742][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.901131194589634, 'num_rules': 347, 'num_samples': 0, 'syn': 0.1743119266055046}]
[2021-09-09 03:06:30,743][        main.py][line: 185][    INFO] ======sample 2 returns [1.1441288443051203, 1.0734799090327096, 1.0754431211951385]=======:
[2021-09-09 03:21:18,163][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8996126504639818, 'num_rules': 337, 'num_samples': 0, 'syn': 0.2222222222222222}]
[2021-09-09 03:21:18,164][        main.py][line: 185][    INFO] ======sample 3 returns [1.1441288443051203, 1.0734799090327096, 1.0754431211951385, 1.121834872686204]=======:
[2021-09-09 03:34:48,482][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8986535179673678, 'num_rules': 341, 'num_samples': 0, 'syn': 0.32407407407407407}]
[2021-09-09 03:34:48,483][        main.py][line: 185][    INFO] ======sample 4 returns [1.1441288443051203, 1.0734799090327096, 1.0754431211951385, 1.121834872686204, 1.222727592041442]=======:
[2021-09-09 03:34:49,415][        main.py][line: 208][    INFO] loss: tensor([-1.1649], grad_fn=<AddBackward0>)
[2021-09-09 03:34:49,416][        main.py][line: 209][    INFO] ===epoch10===
[2021-09-09 03:34:49,416][        main.py][line: 210][    INFO] loss: -1.1649250984191895
[2021-09-09 03:34:49,417][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8964224222867717, 'num_rules': 349, 'num_samples': 0, 'syn': 0.24770642201834864}], [{'diversity': 0.8899936705005995, 'num_rules': 345, 'num_samples': 0, 'syn': 0.1834862385321101}], [{'diversity': 0.901131194589634, 'num_rules': 347, 'num_samples': 0, 'syn': 0.1743119266055046}], [{'diversity': 0.8996126504639818, 'num_rules': 337, 'num_samples': 0, 'syn': 0.2222222222222222}], [{'diversity': 0.8986535179673678, 'num_rules': 341, 'num_samples': 0, 'syn': 0.32407407407407407}]]
[2021-09-09 03:34:49,418][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.897162691161671
[2021-09-09 03:34:49,418][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 343.8
[2021-09-09 03:34:49,418][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 03:34:49,418][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.2303601766904519
[2021-09-09 03:34:49,418][        main.py][line: 220][    INFO] =====
[2021-09-09 03:48:49,202][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8976752725618554, 'num_rules': 346, 'num_samples': 0, 'syn': 0.3925233644859813}]
[2021-09-09 03:48:49,202][        main.py][line: 185][    INFO] ======sample 0 returns [1.2901986370478367]=======:
[2021-09-09 04:03:20,274][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8884330659101886, 'num_rules': 343, 'num_samples': 0, 'syn': 0.27522935779816515}]
[2021-09-09 04:03:20,275][        main.py][line: 185][    INFO] ======sample 1 returns [1.2901986370478367, 1.1636624237083537]=======:
[2021-09-09 04:17:18,955][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8838377020297099, 'num_rules': 335, 'num_samples': 0, 'syn': 0.2857142857142857}]
[2021-09-09 04:17:18,955][        main.py][line: 185][    INFO] ======sample 2 returns [1.2901986370478367, 1.1636624237083537, 1.1695519877439957]=======:
[2021-09-09 04:31:23,478][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8990535151542254, 'num_rules': 342, 'num_samples': 0, 'syn': 0.29357798165137616}]
[2021-09-09 04:31:23,479][        main.py][line: 185][    INFO] ======sample 3 returns [1.2901986370478367, 1.1636624237083537, 1.1695519877439957, 1.1926314968056015]=======:
[2021-09-09 04:46:08,841][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9074678441978296, 'num_rules': 352, 'num_samples': 0, 'syn': 0.1743119266055046}]
[2021-09-09 04:46:08,842][        main.py][line: 185][    INFO] ======sample 4 returns [1.2901986370478367, 1.1636624237083537, 1.1695519877439957, 1.1926314968056015, 1.081779770803334]=======:
[2021-09-09 04:46:09,892][        main.py][line: 208][    INFO] loss: tensor([1.8181], grad_fn=<AddBackward0>)
[2021-09-09 04:46:09,892][        main.py][line: 209][    INFO] ===epoch11===
[2021-09-09 04:46:09,893][        main.py][line: 210][    INFO] loss: 1.8181045055389404
[2021-09-09 04:46:09,894][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8976752725618554, 'num_rules': 346, 'num_samples': 0, 'syn': 0.3925233644859813}], [{'diversity': 0.8884330659101886, 'num_rules': 343, 'num_samples': 0, 'syn': 0.27522935779816515}], [{'diversity': 0.8838377020297099, 'num_rules': 335, 'num_samples': 0, 'syn': 0.2857142857142857}], [{'diversity': 0.8990535151542254, 'num_rules': 342, 'num_samples': 0, 'syn': 0.29357798165137616}], [{'diversity': 0.9074678441978296, 'num_rules': 352, 'num_samples': 0, 'syn': 0.1743119266055046}]]
[2021-09-09 04:46:09,895][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8952934799707618
[2021-09-09 04:46:09,896][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 343.6
[2021-09-09 04:46:09,896][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 04:46:09,896][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.28427138325106255
[2021-09-09 04:46:09,896][        main.py][line: 220][    INFO] =====
[2021-09-09 05:00:41,634][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.897676421986666, 'num_rules': 337, 'num_samples': 0, 'syn': 0.16666666666666666}]
[2021-09-09 05:00:41,634][        main.py][line: 185][    INFO] ======sample 0 returns [1.0643430886533327]=======:
[2021-09-09 05:15:25,590][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9014016947682121, 'num_rules': 343, 'num_samples': 0, 'syn': 0.22429906542056074}]
[2021-09-09 05:15:25,591][        main.py][line: 185][    INFO] ======sample 1 returns [1.0643430886533327, 1.1257007601887727]=======:
[2021-09-09 05:30:19,627][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9064839581830894, 'num_rules': 341, 'num_samples': 0, 'syn': 0.26605504587155965}]
[2021-09-09 05:30:19,627][        main.py][line: 185][    INFO] ======sample 2 returns [1.0643430886533327, 1.1257007601887727, 1.172539004054649]=======:
[2021-09-09 05:45:02,278][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8969993900216686, 'num_rules': 337, 'num_samples': 0, 'syn': 0.1834862385321101}]
[2021-09-09 05:45:02,278][        main.py][line: 185][    INFO] ======sample 3 returns [1.0643430886533327, 1.1257007601887727, 1.172539004054649, 1.0804856285537787]=======:
[2021-09-09 06:00:21,886][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9004827165222521, 'num_rules': 344, 'num_samples': 0, 'syn': 0.1559633027522936}]
[2021-09-09 06:00:21,887][        main.py][line: 185][    INFO] ======sample 4 returns [1.0643430886533327, 1.1257007601887727, 1.172539004054649, 1.0804856285537787, 1.0564460192745457]=======:
[2021-09-09 06:00:22,860][        main.py][line: 208][    INFO] loss: tensor([1.2319], grad_fn=<AddBackward0>)
[2021-09-09 06:00:22,862][        main.py][line: 209][    INFO] ===epoch12===
[2021-09-09 06:00:22,863][        main.py][line: 210][    INFO] loss: 1.2318806648254395
[2021-09-09 06:00:22,863][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.897676421986666, 'num_rules': 337, 'num_samples': 0, 'syn': 0.16666666666666666}], [{'diversity': 0.9014016947682121, 'num_rules': 343, 'num_samples': 0, 'syn': 0.22429906542056074}], [{'diversity': 0.9064839581830894, 'num_rules': 341, 'num_samples': 0, 'syn': 0.26605504587155965}], [{'diversity': 0.8969993900216686, 'num_rules': 337, 'num_samples': 0, 'syn': 0.1834862385321101}], [{'diversity': 0.9004827165222521, 'num_rules': 344, 'num_samples': 0, 'syn': 0.1559633027522936}]]
[2021-09-09 06:00:22,864][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.9006088362963777
[2021-09-09 06:00:22,864][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 340.4
[2021-09-09 06:00:22,864][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 06:00:22,864][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.19929406384863815
[2021-09-09 06:00:22,864][        main.py][line: 220][    INFO] =====
[2021-09-09 06:16:13,260][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8985898337887702, 'num_rules': 341, 'num_samples': 0, 'syn': 0.1743119266055046}]
[2021-09-09 06:16:13,260][        main.py][line: 185][    INFO] ======sample 0 returns [1.0729017603942748]=======:
[2021-09-09 06:31:10,338][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8972856907492164, 'num_rules': 347, 'num_samples': 0, 'syn': 0.26605504587155965}]
[2021-09-09 06:31:10,338][        main.py][line: 185][    INFO] ======sample 1 returns [1.0729017603942748, 1.163340736620776]=======:
[2021-09-09 06:45:32,289][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8944780828239375, 'num_rules': 347, 'num_samples': 0, 'syn': 0.3669724770642202}]
[2021-09-09 06:45:32,289][        main.py][line: 185][    INFO] ======sample 2 returns [1.0729017603942748, 1.163340736620776, 1.2614505598881576]=======:
[2021-09-09 07:00:21,053][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8924864416416044, 'num_rules': 341, 'num_samples': 0, 'syn': 0.23148148148148148}]
[2021-09-09 07:00:21,054][        main.py][line: 185][    INFO] ======sample 3 returns [1.0729017603942748, 1.163340736620776, 1.2614505598881576, 1.123967923123086]=======:
[2021-09-09 07:15:03,662][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8917327437335115, 'num_rules': 350, 'num_samples': 0, 'syn': 0.3055555555555556}]
[2021-09-09 07:15:03,662][        main.py][line: 185][    INFO] ======sample 4 returns [1.0729017603942748, 1.163340736620776, 1.2614505598881576, 1.123967923123086, 1.1972882992890672]=======:
[2021-09-09 07:15:04,887][        main.py][line: 208][    INFO] loss: tensor([0.8852], grad_fn=<AddBackward0>)
[2021-09-09 07:15:04,890][        main.py][line: 209][    INFO] ===epoch13===
[2021-09-09 07:15:04,891][        main.py][line: 210][    INFO] loss: 0.8852171897888184
[2021-09-09 07:15:04,891][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8985898337887702, 'num_rules': 341, 'num_samples': 0, 'syn': 0.1743119266055046}], [{'diversity': 0.8972856907492164, 'num_rules': 347, 'num_samples': 0, 'syn': 0.26605504587155965}], [{'diversity': 0.8944780828239375, 'num_rules': 347, 'num_samples': 0, 'syn': 0.3669724770642202}], [{'diversity': 0.8924864416416044, 'num_rules': 341, 'num_samples': 0, 'syn': 0.23148148148148148}], [{'diversity': 0.8917327437335115, 'num_rules': 350, 'num_samples': 0, 'syn': 0.3055555555555556}]]
[2021-09-09 07:15:04,891][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.894914558547408
[2021-09-09 07:15:04,891][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 345.2
[2021-09-09 07:15:04,891][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 07:15:04,891][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.2688752973156643
[2021-09-09 07:15:04,891][        main.py][line: 220][    INFO] =====
[2021-09-09 07:30:22,735][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8944659923780799, 'num_rules': 341, 'num_samples': 0, 'syn': 0.2897196261682243}]
[2021-09-09 07:30:22,736][        main.py][line: 185][    INFO] ======sample 0 returns [1.1841856185463042]=======:
[2021-09-09 07:45:15,522][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.903712871683753, 'num_rules': 343, 'num_samples': 0, 'syn': 0.23853211009174313}]
[2021-09-09 07:45:15,523][        main.py][line: 185][    INFO] ======sample 1 returns [1.1841856185463042, 1.1422449817754963]=======:
[2021-09-09 07:59:47,956][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8848669276954451, 'num_rules': 344, 'num_samples': 0, 'syn': 0.23148148148148148}]
[2021-09-09 07:59:47,956][        main.py][line: 185][    INFO] ======sample 2 returns [1.1841856185463042, 1.1422449817754963, 1.1163484091769265]=======:
[2021-09-09 08:14:34,019][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8971888358754652, 'num_rules': 339, 'num_samples': 0, 'syn': 0.21100917431192662}]
[2021-09-09 08:14:34,019][        main.py][line: 185][    INFO] ======sample 3 returns [1.1841856185463042, 1.1422449817754963, 1.1163484091769265, 1.1081980101873918]=======:
[2021-09-09 08:29:48,559][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9041160557695221, 'num_rules': 343, 'num_samples': 0, 'syn': 0.1834862385321101}]
[2021-09-09 08:29:48,560][        main.py][line: 185][    INFO] ======sample 4 returns [1.1841856185463042, 1.1422449817754963, 1.1163484091769265, 1.1081980101873918, 1.0876022943016324]=======:
[2021-09-09 08:29:49,620][        main.py][line: 208][    INFO] loss: tensor([0.2868], grad_fn=<AddBackward0>)
[2021-09-09 08:29:49,622][        main.py][line: 209][    INFO] ===epoch14===
[2021-09-09 08:29:49,623][        main.py][line: 210][    INFO] loss: 0.2867687940597534
[2021-09-09 08:29:49,623][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8944659923780799, 'num_rules': 341, 'num_samples': 0, 'syn': 0.2897196261682243}], [{'diversity': 0.903712871683753, 'num_rules': 343, 'num_samples': 0, 'syn': 0.23853211009174313}], [{'diversity': 0.8848669276954451, 'num_rules': 344, 'num_samples': 0, 'syn': 0.23148148148148148}], [{'diversity': 0.8971888358754652, 'num_rules': 339, 'num_samples': 0, 'syn': 0.21100917431192662}], [{'diversity': 0.9041160557695221, 'num_rules': 343, 'num_samples': 0, 'syn': 0.1834862385321101}]]
[2021-09-09 08:29:49,624][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8968701366804531
[2021-09-09 08:29:49,624][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 342.0
[2021-09-09 08:29:49,624][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 08:29:49,625][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.23084572611709714
[2021-09-09 08:29:49,625][        main.py][line: 220][    INFO] =====
[2021-09-09 08:45:05,290][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8958058172177161, 'num_rules': 341, 'num_samples': 0, 'syn': 0.3148148148148148}]
[2021-09-09 08:45:05,291][        main.py][line: 185][    INFO] ======sample 0 returns [1.210620632032531]=======:
[2021-09-09 09:01:06,337][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8936117342436822, 'num_rules': 348, 'num_samples': 0, 'syn': 0.25}]
[2021-09-09 09:01:06,338][        main.py][line: 185][    INFO] ======sample 1 returns [1.210620632032531, 1.1436117342436822]=======:
[2021-09-09 09:16:09,513][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9068777523904902, 'num_rules': 340, 'num_samples': 0, 'syn': 0.3119266055045872}]
[2021-09-09 09:16:09,513][        main.py][line: 185][    INFO] ======sample 2 returns [1.210620632032531, 1.1436117342436822, 1.2188043578950774]=======:
[2021-09-09 09:32:02,303][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.902602534001413, 'num_rules': 344, 'num_samples': 0, 'syn': 0.2018348623853211}]
[2021-09-09 09:32:02,303][        main.py][line: 185][    INFO] ======sample 3 returns [1.210620632032531, 1.1436117342436822, 1.2188043578950774, 1.104437396386734]=======:
[2021-09-09 09:47:34,328][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8842619917243336, 'num_rules': 344, 'num_samples': 0, 'syn': 0.25}]
[2021-09-09 09:47:34,329][        main.py][line: 185][    INFO] ======sample 4 returns [1.210620632032531, 1.1436117342436822, 1.2188043578950774, 1.104437396386734, 1.1342619917243337]=======:
[2021-09-09 09:47:36,011][        main.py][line: 208][    INFO] loss: tensor([-2.1885], grad_fn=<AddBackward0>)
[2021-09-09 09:47:36,012][        main.py][line: 209][    INFO] ===epoch15===
[2021-09-09 09:47:36,013][        main.py][line: 210][    INFO] loss: -2.1885478496551514
[2021-09-09 09:47:36,014][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.8958058172177161, 'num_rules': 341, 'num_samples': 0, 'syn': 0.3148148148148148}], [{'diversity': 0.8936117342436822, 'num_rules': 348, 'num_samples': 0, 'syn': 0.25}], [{'diversity': 0.9068777523904902, 'num_rules': 340, 'num_samples': 0, 'syn': 0.3119266055045872}], [{'diversity': 0.902602534001413, 'num_rules': 344, 'num_samples': 0, 'syn': 0.2018348623853211}], [{'diversity': 0.8842619917243336, 'num_rules': 344, 'num_samples': 0, 'syn': 0.25}]]
[2021-09-09 09:47:36,015][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.896631965915527
[2021-09-09 09:47:36,015][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 343.4
[2021-09-09 09:47:36,015][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 09:47:36,015][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.26571525654094463
[2021-09-09 09:47:36,015][        main.py][line: 220][    INFO] =====
[2021-09-09 10:03:53,573][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9010535296327591, 'num_rules': 349, 'num_samples': 0, 'syn': 0.22641509433962265}]
[2021-09-09 10:03:53,573][        main.py][line: 185][    INFO] ======sample 0 returns [1.1274686239723817]=======:
[2021-09-09 10:19:05,777][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9073519385041866, 'num_rules': 337, 'num_samples': 0, 'syn': 0.3055555555555556}]
[2021-09-09 10:19:05,778][        main.py][line: 185][    INFO] ======sample 1 returns [1.1274686239723817, 1.2129074940597422]=======:
[2021-09-09 10:34:43,266][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8962571554424822, 'num_rules': 341, 'num_samples': 0, 'syn': 0.22018348623853212}]
[2021-09-09 10:34:43,267][        main.py][line: 185][    INFO] ======sample 2 returns [1.1274686239723817, 1.2129074940597422, 1.1164406416810144]=======:
[2021-09-09 10:51:03,260][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8920192177483652, 'num_rules': 342, 'num_samples': 0, 'syn': 0.25688073394495414}]
[2021-09-09 10:51:03,260][        main.py][line: 185][    INFO] ======sample 3 returns [1.1274686239723817, 1.2129074940597422, 1.1164406416810144, 1.1488999516933194]=======:
[2021-09-09 11:06:02,859][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8922076820309841, 'num_rules': 345, 'num_samples': 0, 'syn': 0.3523809523809524}]
[2021-09-09 11:06:02,859][        main.py][line: 185][    INFO] ======sample 4 returns [1.1274686239723817, 1.2129074940597422, 1.1164406416810144, 1.1488999516933194, 1.2445886344119366]=======:
[2021-09-09 11:06:05,125][        main.py][line: 208][    INFO] loss: tensor([-0.2063], grad_fn=<AddBackward0>)
[2021-09-09 11:06:05,127][        main.py][line: 209][    INFO] ===epoch16===
[2021-09-09 11:06:05,128][        main.py][line: 210][    INFO] loss: -0.2063121646642685
[2021-09-09 11:06:05,128][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.9010535296327591, 'num_rules': 349, 'num_samples': 0, 'syn': 0.22641509433962265}], [{'diversity': 0.9073519385041866, 'num_rules': 337, 'num_samples': 0, 'syn': 0.3055555555555556}], [{'diversity': 0.8962571554424822, 'num_rules': 341, 'num_samples': 0, 'syn': 0.22018348623853212}], [{'diversity': 0.8920192177483652, 'num_rules': 342, 'num_samples': 0, 'syn': 0.25688073394495414}], [{'diversity': 0.8922076820309841, 'num_rules': 345, 'num_samples': 0, 'syn': 0.3523809523809524}]]
[2021-09-09 11:06:05,128][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8977779046717554
[2021-09-09 11:06:05,128][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 342.8
[2021-09-09 11:06:05,128][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 11:06:05,128][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.27228316449192336
[2021-09-09 11:06:05,128][        main.py][line: 220][    INFO] =====
[2021-09-09 11:21:30,366][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9042370509502017, 'num_rules': 345, 'num_samples': 0, 'syn': 0.32710280373831774}]
[2021-09-09 11:21:30,367][        main.py][line: 185][    INFO] ======sample 0 returns [1.2313398546885195]=======:
[2021-09-09 11:37:19,555][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8936032819662209, 'num_rules': 342, 'num_samples': 0, 'syn': 0.35185185185185186}]
[2021-09-09 11:37:19,555][        main.py][line: 185][    INFO] ======sample 1 returns [1.2313398546885195, 1.2454551338180728]=======:
[2021-09-09 11:52:30,195][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8969445715598754, 'num_rules': 335, 'num_samples': 0, 'syn': 0.3211009174311927}]
[2021-09-09 11:52:30,195][        main.py][line: 185][    INFO] ======sample 2 returns [1.2313398546885195, 1.2454551338180728, 1.2180454889910681]=======:
[2021-09-09 12:08:24,686][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8949643611169553, 'num_rules': 339, 'num_samples': 0, 'syn': 0.2803738317757009}]
[2021-09-09 12:08:24,686][        main.py][line: 185][    INFO] ======sample 3 returns [1.2313398546885195, 1.2454551338180728, 1.2180454889910681, 1.1753381928926563]=======:
[2021-09-09 12:24:32,607][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8913658879071313, 'num_rules': 345, 'num_samples': 0, 'syn': 0.1834862385321101}]
[2021-09-09 12:24:32,608][        main.py][line: 185][    INFO] ======sample 4 returns [1.2313398546885195, 1.2454551338180728, 1.2180454889910681, 1.1753381928926563, 1.0748521264392414]=======:
[2021-09-09 12:24:35,118][        main.py][line: 208][    INFO] loss: tensor([0.1841], grad_fn=<AddBackward0>)
[2021-09-09 12:24:35,120][        main.py][line: 209][    INFO] ===epoch17===
[2021-09-09 12:24:35,121][        main.py][line: 210][    INFO] loss: 0.18410524725914001
[2021-09-09 12:24:35,122][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.9042370509502017, 'num_rules': 345, 'num_samples': 0, 'syn': 0.32710280373831774}], [{'diversity': 0.8936032819662209, 'num_rules': 342, 'num_samples': 0, 'syn': 0.35185185185185186}], [{'diversity': 0.8969445715598754, 'num_rules': 335, 'num_samples': 0, 'syn': 0.3211009174311927}], [{'diversity': 0.8949643611169553, 'num_rules': 339, 'num_samples': 0, 'syn': 0.2803738317757009}], [{'diversity': 0.8913658879071313, 'num_rules': 345, 'num_samples': 0, 'syn': 0.1834862385321101}]]
[2021-09-09 12:24:35,122][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.8962230307000769
[2021-09-09 12:24:35,123][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 341.2
[2021-09-09 12:24:35,123][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 12:24:35,123][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.29278312866583467
[2021-09-09 12:24:35,123][        main.py][line: 220][    INFO] =====
[2021-09-09 12:40:25,057][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.896968371372597, 'num_rules': 345, 'num_samples': 0, 'syn': 0.23853211009174313}]
[2021-09-09 12:40:25,057][        main.py][line: 185][    INFO] ======sample 0 returns [1.1355004814643401]=======:
[2021-09-09 12:55:42,390][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.8943762281987278, 'num_rules': 338, 'num_samples': 0, 'syn': 0.3018867924528302}]
[2021-09-09 12:55:42,390][        main.py][line: 185][    INFO] ======sample 1 returns [1.1355004814643401, 1.1962630206515579]=======:
[2021-09-09 13:13:17,584][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9011356198593019, 'num_rules': 340, 'num_samples': 0, 'syn': 0.3333333333333333}]
[2021-09-09 13:13:17,584][        main.py][line: 185][    INFO] ======sample 2 returns [1.1355004814643401, 1.1962630206515579, 1.2344689531926352]=======:
[2021-09-09 13:28:37,390][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.903485724996834, 'num_rules': 347, 'num_samples': 0, 'syn': 0.1926605504587156}]
[2021-09-09 13:28:37,391][        main.py][line: 185][    INFO] ======sample 3 returns [1.1355004814643401, 1.1962630206515579, 1.2344689531926352, 1.0961462754555495]=======:
[2021-09-09 13:44:09,429][        main.py][line: 171][    INFO] eval_metrics: [{'diversity': 0.9044938475447679, 'num_rules': 337, 'num_samples': 0, 'syn': 0.2018348623853211}]
[2021-09-09 13:44:09,429][        main.py][line: 185][    INFO] ======sample 4 returns [1.1355004814643401, 1.1962630206515579, 1.2344689531926352, 1.0961462754555495, 1.106328709930089]=======:
[2021-09-09 13:44:10,698][        main.py][line: 208][    INFO] loss: tensor([-1.4467], grad_fn=<AddBackward0>)
[2021-09-09 13:44:10,699][        main.py][line: 209][    INFO] ===epoch18===
[2021-09-09 13:44:10,701][        main.py][line: 210][    INFO] loss: -1.4467260837554932
[2021-09-09 13:44:10,701][        main.py][line: 211][    INFO] eval_metrics: [[{'diversity': 0.896968371372597, 'num_rules': 345, 'num_samples': 0, 'syn': 0.23853211009174313}], [{'diversity': 0.8943762281987278, 'num_rules': 338, 'num_samples': 0, 'syn': 0.3018867924528302}], [{'diversity': 0.9011356198593019, 'num_rules': 340, 'num_samples': 0, 'syn': 0.3333333333333333}], [{'diversity': 0.903485724996834, 'num_rules': 347, 'num_samples': 0, 'syn': 0.1926605504587156}], [{'diversity': 0.9044938475447679, 'num_rules': 337, 'num_samples': 0, 'syn': 0.2018348623853211}]]
[2021-09-09 13:44:10,702][        main.py][line: 219][    INFO] mean_eval_metrics diversity: 0.9000919583944457
[2021-09-09 13:44:10,703][        main.py][line: 219][    INFO] mean_eval_metrics num_rules: 341.4
[2021-09-09 13:44:10,703][        main.py][line: 219][    INFO] mean_eval_metrics num_samples: 0.0
[2021-09-09 13:44:10,703][        main.py][line: 219][    INFO] mean_eval_metrics syn: 0.2536495297443887
[2021-09-09 13:44:10,703][        main.py][line: 220][    INFO] =====
